Isolate ID , Isolate name ,Location, Collection date , Segment  , Segment number , Type , Lineage , Passage details/history , Submitter , Sample ID by sample provider , Sample ID by submitting lab , Last modified , Originating lab , Submitting lab , Identifier , DNA Accession no. , DNA INSDC
EPI_ISL_288995,A/MIE/32/2017,Japan,10/20/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-43,12/21/17,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/32/2017_MDCK1+SIAT1_HA,1126261,
EPI_ISL_315232,A/MIE/36/2017,Japan,11/17/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-938,7/11/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/36/2017_MDCK1+SIAT1_HA,1258013,
EPI_ISL_294304,A/MIE/35/2017,Japan,11/29/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-149,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/35/2017_MDCK1+SIAT1_HA,1155179,
EPI_ISL_299134,A/MIE/35/2017,Japan,11/29/17,HA,4,A/H3N2,,Original,KuwaharaTomoko,,17/18-149,2/15/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/35/2017_clinicalspecimen_HA,1177568,
EPI_ISL_306685,A/MIE/47/2017,Japan,12/4/17,HA,4,A/H3N2,,MDCK2,KuwaharaTomoko,,17/18-599,4/16/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/47/2017_MDCK2_HA,1214005,
EPI_ISL_312771,A/MIE/47/2017,Japan,12/4/17,HA,4,A/H3N2,,MDCK2+SIAT2,KuwaharaTomoko,,17/18-599,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/47/2017_MDCK2+SIAT2_HA,1244884,
EPI_ISL_312785,A/MIE/46/2017,Japan,12/4/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-940,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/46/2017_MDCK2+SIAT1_HA,1244995,
EPI_ISL_306503,A/MIE/39/2017,Japan,12/11/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-394,4/12/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/39/2017_MDCK1+SIAT1_HA,1213508,
EPI_ISL_306686,A/MIE/52/2017,Japan,12/11/17,HA,4,A/H3N2,,MDCK2,KuwaharaTomoko,,17/18-600,4/16/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/52/2017_MDCK2_HA,1214007,
EPI_ISL_312772,A/MIE/52/2017,Japan,12/11/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-600,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/52/2017_MDCK2+SIAT1_HA,1244892,
EPI_ISL_306684,A/MIE/44/2017,Japan,12/13/17,HA,4,A/H3N2,,MDCK2,KuwaharaTomoko,,17/18-598,4/16/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/44/2017_MDCK2_HA,1214003,
EPI_ISL_306687,A/MIE/56/2017,Japan,12/13/17,HA,4,A/H3N2,,MDCK2,KuwaharaTomoko,,17/18-601,1/16/19,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/56/2017_MDCK2_HA,1214009,
EPI_ISL_312770,A/MIE/44/2017,Japan,12/13/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-598,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/44/2017_MDCK2+SIAT1_HA,1244876,
EPI_ISL_312784,A/MIE/45/2017,Japan,12/13/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-939,6/5/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/45/2017_MDCK2+SIAT1_HA,1244987,
EPI_ISL_306682,A/MIE/53/2017,Japan,12/22/17,HA,4,A/H3N2,,MDCK1,KuwaharaTomoko,,17/18-396,1/16/19,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/53/2017_MDCK1_HA,1213999,
EPI_ISL_320985,A/MIE/60/2017,Japan,12/25/17,HA,4,A/H3N2,,MDCK2+SIAT2,KuwaharaTomoko,,17/18-941,8/24/18,MiePrefectureHealthandEnvironmentResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/MIE/60/2017_MDCK2+SIAT2_HA,1272700,
EPI_ISL_267068,A/MIYAGI/43/2017,Japan,2/22/17,HA,4,A/H3N2,,MDCK3+SIAT1,KuwaharaTomoko,,16/17-1067,6/20/17,MiyagiPrefecturalInstituteofPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/MIYAGI/43/2017_MDCK3+SIAT1_HA,1010363,
EPI_ISL_267774,A/MIYAGI/61/2017,Japan,3/17/17,HA,4,A/H3N2,,AX-41+SIAT1,KuwaharaTomoko,,16/17-1069,6/26/17,MiyagiPrefecturalInstituteofPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/MIYAGI/61/2017_AX-41+SIAT1_HA,1013432,
EPI_ISL_277432,A/MIYAZAKI/89/2017,Japan,5/2/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1359,9/11/17,MiyazakiPrefecturalInstituteforPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/MIYAZAKI/89/2017_MDCK2+SIAT1_HA,1057808,
EPI_ISL_304124,A/MIYAZAKI/115/2017,Japan,11/13/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-365,1/16/19,MiyazakiPrefecturalInstituteforPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/MIYAZAKI/115/2017_MDCK1+SIAT1_HA,1201666,
EPI_ISL_264326,A/NAGANO/2043/2017,Japan,1/19/17,HA,4,A/H3N2,,CaCo-23+SIAT1,KuwaharaTomoko,,16/17-699,5/30/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2043/2017_CaCo-23+SIAT1_HA,1002838,
EPI_ISL_264327,A/NAGANO/2106/2017,Japan,2/10/17,HA,4,A/H3N2,,CaCo-23+SIAT1,KuwaharaTomoko,,16/17-700,5/30/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2106/2017_CaCo-23+SIAT1_HA,1002840,
EPI_ISL_276994,A/NAGANO/2117/2017,Japan,2/14/17,HA,4,A/H3N2,,SIAT0+1,KuwaharaTomoko,,16/17-859,9/5/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2117/2017_SIAT0+1_HA,1055120,
EPI_ISL_276995,A/NAGANO/2136/2017,Japan,2/21/17,HA,4,A/H3N2,,SIAT0+1,KuwaharaTomoko,,16/17-860,9/5/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2136/2017_SIAT0+1_HA,1055122,
EPI_ISL_276996,A/NAGANO/2153/2017,Japan,3/3/17,HA,4,A/H3N2,,SIAT0+1,KuwaharaTomoko,,16/17-861,9/5/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2153/2017_SIAT0+1_HA,1055124,
EPI_ISL_273495,A/NAGANO/2298/2017,Japan,5/2/17,HA,4,A/H3N2,,CaCo-23+SIAT1,KuwaharaTomoko,,16/17-1148,8/7/17,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2298/2017_CaCo-23+SIAT1_HA,1037886,
EPI_ISL_315215,A/NAGANO/2717/2017,Japan,11/25/17,HA,4,A/H3N2,,AX-41+SIAT1,KuwaharaTomoko,,17/18-665,7/11/18,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2717/2017_AX-41+SIAT1_HA,1257877,
EPI_ISL_306954,A/NAGANO/2731/2017,Japan,11/28/17,HA,4,A/H3N2,,AX-42+SIAT1,KuwaharaTomoko,,17/18-666,4/17/18,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2731/2017_AX-42+SIAT1_HA,1215421,
EPI_ISL_305563,A/NAGANO/2742/2017,Japan,12/9/17,HA,4,A/H3N2,,AX-41+SIAT1,KuwaharaTomoko,,17/18-667,1/16/19,NaganoEnvironmentalConservationResearchInstitute,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO/2742/2017_AX-41+SIAT1_HA,1208978,
EPI_ISL_267776,A/NAGANO-C/26/2017,Japan,3/5/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1078,6/26/17,NaganoCityHealthCenter,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO-C/26/2017_MDCK2+SIAT1_HA,1013436,
EPI_ISL_267785,A/NAGANO-C/49/2017,Japan,5/10/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,16/17-1110,12/12/17,NaganoCityHealthCenter,NationalInstituteofInfectiousDiseases(NIID),A/NAGANO-C/49/2017_CaCo-21+SIAT1_HA,1013454,
EPI_ISL_306944,A/NARA/38/2017,Japan,11/15/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-413,4/17/18,NaraPrefecturalInstituteforHygieneandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/NARA/38/2017_MDCK2+SIAT1_HA,1215341,
EPI_ISL_263357,A/NIIGATA/171/2017,Japan,2/22/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,16/17-838,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/171/2017_CaCo-21+SIAT1_HA,997199,
EPI_ISL_263358,A/NIIGATA/171/2017,Japan,2/22/17,HA,4,A/H3N2,,Original,KuwaharaTomoko,,16/17-838,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/171/2017_Clinicalspecimen_HA,997201,
EPI_ISL_263359,A/NIIGATA/174/2017,Japan,3/2/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,16/17-839,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/174/2017_CaCo-21+SIAT1_HA,997203,
EPI_ISL_263360,A/NIIGATA/174/2017,Japan,3/2/17,HA,4,A/H3N2,,Original,KuwaharaTomoko,,16/17-839,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/174/2017_Clinicalspecimen_HA,997205,
EPI_ISL_264328,A/NIIGATA/170/2017,Japan,3/5/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-707,5/30/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/170/2017_MDCK1+SIAT1_HA,1002842,
EPI_ISL_263361,A/NIIGATA/180/2017,Japan,3/10/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-840,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/180/2017_MDCK1+SIAT1_HA,997207,
EPI_ISL_263362,A/NIIGATA/180/2017,Japan,3/10/17,HA,4,A/H3N2,,Original,KuwaharaTomoko,,16/17-840,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/180/2017_Clinicalspecimen_HA,997209,
EPI_ISL_263363,A/NIIGATA/186/2017,Japan,3/16/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-841,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/186/2017_MDCK1+SIAT1_HA,997211,
EPI_ISL_263364,A/NIIGATA/186/2017,Japan,3/16/17,HA,4,A/H3N2,,Original,KuwaharaTomoko,,16/17-841,5/22/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/186/2017_Clinicalspecimen_HA,997213,
EPI_ISL_274668,A/NIIGATA/509/2017,Japan,6/5/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,16/17-1239,8/17/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/509/2017_CaCo-21+SIAT1_HA,1043604,
EPI_ISL_277445,A/NIIGATA/771/2017,Japan,8/8/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1451,9/11/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/771/2017_MDCK1+SIAT1_HA,1057912,
EPI_ISL_277442,A/NIIGATA/766/2017,Japan,8/9/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1448,9/11/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/766/2017_MDCK1+SIAT1_HA,1057888,
EPI_ISL_277443,A/NIIGATA/767/2017,Japan,8/9/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1449,9/11/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/767/2017_MDCK1+SIAT1_HA,1057896,
EPI_ISL_277444,A/NIIGATA/770/2017,Japan,8/10/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1450,9/11/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/770/2017_MDCK1+SIAT1_HA,1057904,
EPI_ISL_282944,A/NIIGATA/836/2017,Japan,9/2/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-16,10/31/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/836/2017_MDCK1+SIAT1_HA,1086402,
EPI_ISL_282945,A/NIIGATA/847/2017,Japan,9/5/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,17/18-17,10/31/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/847/2017_CaCo-21+SIAT1_HA,1086404,
EPI_ISL_288991,A/NIIGATA/888/2017,Japan,9/30/17,HA,4,A/H3N2,,CaCo-21+SIAT1,KuwaharaTomoko,,17/18-35,12/21/17,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/888/2017_CaCo-21+SIAT1_HA,1126248,
EPI_ISL_291147,A/NIIGATA/922/2017,Japan,10/23/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-145,1/4/19,NiigataPrefecturalInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA/922/2017_MDCK2+SIAT1_HA,1139942,
EPI_ISL_277430,A/NIIGATA-C/44/2017,Japan,5/7/17,HA,4,A/H3N2,,CaCo-23+SIAT1,KuwaharaTomoko,,16/17-1349,9/11/17,NiigataCityInstituteofPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA-C/44/2017_CaCo-23+SIAT1_HA,1057792,
EPI_ISL_305553,A/NIIGATA-C/51/2017,Japan,10/28/17,HA,4,A/H3N2,,CaCo-23+SIAT2,KuwaharaTomoko,,17/18-252,1/4/19,NiigataCityInstituteofPublicHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/NIIGATA-C/51/2017_CaCo-23+SIAT2_HA,1208958,
EPI_ISL_258256,A/OITA/1/2017,Japan,1/14/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-413,4/10/17,OitaPrefecturalInstituteofHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/OITA/1/2017_MDCK1+SIAT1_HA,972320,
EPI_ISL_267056,A/OITA/15/2017,Japan,4/16/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-923,12/12/17,OitaPrefecturalInstituteofHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/OITA/15/2017_MDCK2+SIAT1_HA,1010339,
EPI_ISL_267784,A/OKAYAMA/2/2017,Japan,2/7/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1105,6/26/17,OkayamaPrefecturalInstituteforEnvironmentalScienceandPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OKAYAMA/2/2017_MDCK2+SIAT1_HA,1013452,
EPI_ISL_287740,A/OKINAWA/42/2017,Japan,7/7/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1538,12/12/17,OkinawaPrefecturalInstituteofHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/OKINAWA/42/2017_MDCK2+SIAT1_HA,1118569,
EPI_ISL_311963,A/OKINAWA/64/2017,Japan,10/4/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-630,5/17/18,OkinawaPrefecturalInstituteofHealthandEnvironment,NationalInstituteofInfectiousDiseases(NIID),A/OKINAWA/64/2017_MDCK1+SIAT1_HA,1241665,
EPI_ISL_262083,A/OSAKA/109/2017,Japan,2/14/17,HA,4,A/H3N2,,SIAT2+1,KuwaharaTomoko,,16/17-673,5/10/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/109/2017_SIAT2+1_HA,990902,
EPI_ISL_276997,A/OSAKA/149/2017,Japan,3/8/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-865,9/5/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/149/2017_MDCK-SIAT12+SIAT1_HA,1055126,
EPI_ISL_267779,A/OSAKA/163/2017,Japan,4/3/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1086,6/26/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/163/2017_MDCK-SIAT12+SIAT1_HA,1013442,
EPI_ISL_267780,A/OSAKA/168/2017,Japan,4/8/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1088,6/26/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/168/2017_MDCK-SIAT12+SIAT1_HA,1013444,
EPI_ISL_287737,A/OSAKA/169/2017,Japan,4/18/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1087,12/12/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/169/2017_MDCK-SIAT12+SIAT1_HA,1118552,
EPI_ISL_273502,A/OSAKA/175/2017,Japan,5/12/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1171,8/7/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/175/2017_MDCK-SIAT12+SIAT1_HA,1037942,
EPI_ISL_277437,A/OSAKA/176/2017,Japan,7/3/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1377,9/11/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/176/2017_MDCK-SIAT12+SIAT1_HA,1057848,
EPI_ISL_282953,A/OSAKA/177/2017,Japan,8/21/17,HA,4,A/H3N2,,MDCK-SIAT11+SIAT1,KuwaharaTomoko,,16/17-1499,10/31/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/177/2017_MDCK-SIAT11+SIAT1_HA,1086420,
EPI_ISL_282954,A/OSAKA/178/2017,Japan,8/24/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,16/17-1502,10/31/17,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/178/2017_MDCK-SIAT12+SIAT1_HA,1086422,
EPI_ISL_289506,A/OSAKA/181/2017,Japan,10/4/17,HA,4,A/H3N2,,MDCK-SIAT12+SIAT1,KuwaharaTomoko,,17/18-54,1/4/19,OsakaPrefecturalInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA/181/2017_MDCK-SIAT12+SIAT1_HA,1129935,
EPI_ISL_274665,A/OSAKA-C/2075/2017,Japan,5/14/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1220,8/17/17,OsakaCityInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA-C/2075/2017_MDCK1+SIAT1_HA,1043580,
EPI_ISL_297227,A/OSAKA-C/79/2017,Japan,11/19/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-257,1/4/19,OsakaCityInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA-C/79/2017_MDCK1+SIAT1_HA,1169060,
EPI_ISL_314312,A/OSAKA-C/82/2017,Japan,12/30/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-786,6/25/18,OsakaCityInstituteofPublicHealthandEnvironmentalSciences,NationalInstituteofInfectiousDiseases(NIID),A/OSAKA-C/82/2017_MDCK1+SIAT1_HA,1252988,
EPI_ISL_277006,A/SAGA/102/2017,Japan,3/18/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-907,9/5/17,SagaPrefecturalInstituteofPublicHealthandPharmaceuticalResearch,NationalInstituteofInfectiousDiseases(NIID),A/SAGA/102/2017_MDCK2+SIAT1_HA,1055144,
EPI_ISL_277007,A/SAGAMIHARA/26/2017,Japan,3/10/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-917,9/5/17,SagamiharaCityLaboratoryofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAGAMIHARA/26/2017_MDCK2+SIAT1_HA,1055146,
EPI_ISL_277429,A/SAGAMIHARA/38/2017,Japan,4/24/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1344,9/11/17,SagamiharaCityLaboratoryofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAGAMIHARA/38/2017_MDCK2+SIAT1_HA,1057784,
EPI_ISL_291164,A/SAGAMIHARA/44/2017,Japan,9/12/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,17/18-77,1/12/18,SagamiharaCityLaboratoryofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAGAMIHARA/44/2017_MDCK2+SIAT1_HA,1140031,
EPI_ISL_259765,A/SAITAMA/34/2017,Japan,1/14/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-462,5/1/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/34/2017_MDCK1+SIAT1_HA,979656,
EPI_ISL_277003,A/SAITAMA/218/2017,Japan,3/27/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-893,9/5/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/218/2017_MDCK1+SIAT1_HA,1055138,
EPI_ISL_267781,A/SAITAMA/223/2017,Japan,4/3/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1089,6/26/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/223/2017_MDCK1+SIAT1_HA,1013446,
EPI_ISL_267782,A/SAITAMA/230/2017,Japan,4/17/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1090,12/12/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/230/2017_MDCK1+SIAT1_HA,1013448,
EPI_ISL_277431,A/SAITAMA/244/2017,Japan,6/5/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1351,9/11/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/244/2017_MDCK2+SIAT1_HA,1057800,
EPI_ISL_282948,A/SAITAMA/248/2017,Japan,7/31/17,HA,4,A/H3N2,,MDCK2+SIAT1,KuwaharaTomoko,,16/17-1475,10/31/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/248/2017_MDCK2+SIAT1_HA,1086410,
EPI_ISL_296094,A/Saitama/248/2017,Japan,7/31/17,HA,4,A/H3N2,,C2S2,DaSilvaJuliana,A/SAITAMA/248/2017,3000683274,2/6/18,NationalInstituteofInfectiousDiseases(NIID),CentersforDiseaseControlandPrevention,3000683274_N8K8Y6OR_v1_4,1163464,
EPI_ISL_282949,A/SAITAMA/249/2017,Japan,8/2/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,16/17-1476,10/31/17,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/249/2017_MDCK1+SIAT1_HA,1086412,
EPI_ISL_294324,A/SAITAMA/261/2017,Japan,11/6/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-204,1/4/19,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/261/2017_MDCK1+SIAT1_HA,1155237,
EPI_ISL_294302,A/SAITAMA/275/2017,Japan,11/29/17,HA,4,A/H3N2,,MDCK1+SIAT1,KuwaharaTomoko,,17/18-246,2/1/18,SaitamaInstituteofPublicHealth,NationalInstituteofInfectiousDiseases(NIID),A/SAITAMA/275/2017_MDCK1+SIAT1_HA,1155174,
